business_id,stars,text,cleaned_text
ibcmKldwkXQzxxbh-euM4w,4.0,"The Castle is hands-down one of my favourite midnight institutions/bars/clubs. Everyone here does their own thing and doesn't give a damn what you think (in the best way possible). Most people are dressed to impress, but they're also there to have fun.

I'm usually a Monday or Thursday night kinda guy, preferring more new wave/indie/pop music than some of the harder gothic/industrial music they play on other nights. For those who are somehow still into cobwebs and corsets and fake fangs, there's a plethora of nights for you. Some of my best memories are dancing hard with a hundred strangers surrounding me, puddles of sweat under our feet, and massive cheers in the wee hours of the morning when the lights flick on and they kick everyone out.

Some of the staff/bartenders/dancers seem to take themselves too seriously, preventing this place from the five stars it probably deserves, but that's hit or miss because I've met some fabulous people working at the Castle over the years.

Time keeps marching on, but inside the Castle there's a strange phantasmagorical atmosphere of old punks and goths, 90s subcultures, hipsters, sexual deviants, local celebrities (The Senator and Peter Pan!) and everything in between, marching to the beat of their own drums. Rock on, Castle.",the castle is handsdown one of my favourite midnight institutionsbarsclubs everyone here does their own thing and doesnt give a damn what you think in the best way possible most people are dressed to impress but theyre also there to have fun im usually a monday or thursday night kinda guy preferring more new waveindiepop music than some of the harder gothicindustrial music they play on other nights for those who are somehow still into cobwebs and corsets and fake fangs theres a plethora of nights for you some of my best memories are dancing hard with a hundred strangers surrounding me puddles of sweat under our feet and massive cheers in the wee hours of the morning when the lights flick on and they kick everyone out some of the staffbartendersdancers seem to take themselves too seriously preventing this place from the five stars it probably deserves but thats hit or miss because ive met some fabulous people working at the castle over the years time keeps marching on but inside the castle theres a strange phantasmagorical atmosphere of old punks and goths s subcultures hipsters sexual deviants local celebrities the senator and peter pan and everything in between marching to the beat of their own drums rock on castle
7WItJJQFRO1mhvipX55xEw,5.0,"Dr. Kolarczyk has been ""my guy' for over 20 years. Great Doctor and nice staff. Highly recommended.",dr kolarczyk has been my guy for over years great doctor and nice staff highly recommended
nKpWUL3kMt4cnNQhye2WqA,4.0,"It's almost 10 o clock on a Tuesday and I am tipsy. Hold on to your hats, suburbia!

This place is great! 

About the coolest little eating place/drinking spot around. There it is, all funky-vibed in the middle of Swedesboro. Well then! Cool ceiling fixtures, weird art, crazy chotzkas, dim lighting. (Certain I spelled ""chotzkas"" wrong. Shrug. I'm tipsy.)  You have me titillated. Enthralled. Intrigued. Enraptured. Tipsy. Did I mention tipsy?  Visually fantastic. Super chill.

Draft list? Solid. Lots of local flavors and craft favorites.  We sat at the bar and perused the sweet taps.  Pretty excellent for small town nj. Pretty excellent for old city, philly, too, if you want to compare apples to nowhere-to-park-Philadelphia grapefruit.

Food? Ooookay. Nothing super spectacular, at least from what we sampled. Flatbread pizza? Decent, definitely. Gravy fries? Yum! Nice job. The Pittsburghian Capn was diggin it lots. 

Service? Fab! Happy, attentive waitstaff. 

Overall? Yay! A new happy place. Especially on a Tuesday. Did I mention I'm  tipsy? Will definitely be back. Side note: since the grand move, I live, like, six blocks from here. Perfect walking distance. 

Anyone else in for some Ballast Point Sculpin or Cape May brews?  Cool. We'll stroll. I'm thinking there's more tipsy tuesdays a'comin'!",its almost o clock on a tuesday and i am tipsy hold on to your hats suburbia this place is great about the coolest little eating placedrinking spot around there it is all funkyvibed in the middle of swedesboro well then cool ceiling fixtures weird art crazy chotzkas dim lighting certain i spelled chotzkas wrong shrug im tipsy you have me titillated enthralled intrigued enraptured tipsy did i mention tipsy visually fantastic super chill draft list solid lots of local flavors and craft favorites we sat at the bar and perused the sweet taps pretty excellent for small town nj pretty excellent for old city philly too if you want to compare apples to nowheretoparkphiladelphia grapefruit food ooookay nothing super spectacular at least from what we sampled flatbread pizza decent definitely gravy fries yum nice job the pittsburghian capn was diggin it lots service fab happy attentive waitstaff overall yay a new happy place especially on a tuesday did i mention im tipsy will definitely be back side note since the grand move i live like six blocks from here perfect walking distance anyone else in for some ballast point sculpin or cape may brews cool well stroll im thinking theres more tipsy tuesdays acomin
vtR2MjFToKkclbUX5DuhlQ,1.0,"Great ambience and seated quickly after arriving around 8:30 pm. Servers slow on bringing water and ordering food. After waiting over an hour for our food, our waitress said 15-20 more minutes. It was 9:45 at that point and we decided to pay for our drinks and leave. We will wait 6 months before trying again",great ambience and seated quickly after arriving around pm servers slow on bringing water and ordering food after waiting over an hour for our food our waitress said more minutes it was at that point and we decided to pay for our drinks and leave we will wait months before trying again
eSJMA_VdUVQTDkRJiV9lHw,2.0,"Tried this restaurant for the first time tonight with my husband and another couple. It seemed quaint and the piano player was a nice touch. Bread and olive oil were delicious. The special salad was also good. The men ordered linguini with seafood and both enjoyed it. Priced at $18.50 it was fairly priced. My girlfriend and I both ordered veal - she ordered veal parmigiana and I ordered veal Marsala. Both veal cutlets came out pretty small and dry looking. The veal Marsala was over cooked and dry and so small a portion that my friends and husband kept asking if I had enough to eat. I weigh less than 110 pounds and almost always take home at least half my meal; not tonight. Both veal dishes were $28.75 each which was totally ridiculous for what we received. It was over cooked and hardly any sauce or mushrooms and not hot. I asked for more sauce which I got and that had plenty of mushrooms and was hot. At over $80 per couple, without alcohol, it was totally overpriced and not good.",tried this restaurant for the first time tonight with my husband and another couple it seemed quaint and the piano player was a nice touch bread and olive oil were delicious the special salad was also good the men ordered linguini with seafood and both enjoyed it priced at it was fairly priced my girlfriend and i both ordered veal she ordered veal parmigiana and i ordered veal marsala both veal cutlets came out pretty small and dry looking the veal marsala was over cooked and dry and so small a portion that my friends and husband kept asking if i had enough to eat i weigh less than pounds and almost always take home at least half my meal not tonight both veal dishes were each which was totally ridiculous for what we received it was over cooked and hardly any sauce or mushrooms and not hot i asked for more sauce which i got and that had plenty of mushrooms and was hot at over per couple without alcohol it was totally overpriced and not good
R3FDYMQBrMpkUquwE-eniQ,3.0,"Kind of a cool place... it's an old diner converted into a martini bar.

The drinks were good and the wait staff was very kind, but at the end of the day... do you really want to spend $12 per drink to sip martinis in a diner?",kind of a cool place its an old diner converted into a martini bar the drinks were good and the wait staff was very kind but at the end of the day do you really want to spend per drink to sip martinis in a diner
-BLVl824WRLFIm_uiHmkbA,3.0,"Great little neighborhood spot for coffee and a Saturday breakfast. Portions are on the small side, and service can be spotty, so don't go with the expectation of a quick meal.

They accept credit cards, but you can't add a tip to the credit card. This is a bit sad since I rarely carry cash and didn't know that leaving a tip on the card was a no-no at this place until I checked out.",great little neighborhood spot for coffee and a saturday breakfast portions are on the small side and service can be spotty so dont go with the expectation of a quick meal they accept credit cards but you cant add a tip to the credit card this is a bit sad since i rarely carry cash and didnt know that leaving a tip on the card was a nono at this place until i checked out
rKH5NGd00ej0_Xb_9sF7XQ,2.0,Sorry....this place just isn't good. The beer was sub par and our food came out wrong and cold. Somehow our tab came out insanely priced for what he had. With Tired Hands down the street your beer better be on point and it was not. The food could have saved it but sadly it didn't.,sorrythis place just isnt good the beer was sub par and our food came out wrong and cold somehow our tab came out insanely priced for what he had with tired hands down the street your beer better be on point and it was not the food could have saved it but sadly it didnt
UzU1N9XSoAUwn4Z8BIcvKw,4.0,"I'm not a fish guy.  Childhood in a fishing village on an island in Puget Sound means I can tell quality, but that I'm generally sick of it.  My girlfriend's father, however, is a don't-take-""no""-for-an-answer type of guy, so we were going to Anastasi for a holiday family celebration.

The whole party was about as disruptive as a four-person table can be in the center of the small dining room, which is bordered by the frozen counters of an indoor fish market (being in the evenings sealed tightly enough that the fishy smell is tolerable and the room keeps warm). The staff up to the owners themselves humored us and attended everything pleasantly and speedily.  The waiter was, not to his great discredit but certainly not toward helping the rowdiness of the situation, a bit of a chummy guy.

The food was so perfectly what it was advertised as and what it should have been, being smack in the middle of the Italian Market, that I'd like to call it ""the comfort food of gourmet.""  I got muscles in white wine sauce over noodles I can't remember how to spell, someone ordered a fish entree which looked great, and two incredibly-cheap lobsters were devoured by the others.  I can't promise they always have cheap lobster, but they do seem like they'd probably always have a randomly seasonally cheap offering of some sort.

The wine was just fine, but I was ordering on my girlfriend's father's credit card, so I didn't try any of their nicer bottles.

Don't come here for food tourism: go get a cheesesteak or something; come here in the day to get authentically good fish and in the evening to eat only if it's an occasion. It was as great as any people could have made it, but it was still a little cold and fishy.  Worth it if you only go out twice a month.",im not a fish guy childhood in a fishing village on an island in puget sound means i can tell quality but that im generally sick of it my girlfriends father however is a donttakenoforananswer type of guy so we were going to anastasi for a holiday family celebration the whole party was about as disruptive as a fourperson table can be in the center of the small dining room which is bordered by the frozen counters of an indoor fish market being in the evenings sealed tightly enough that the fishy smell is tolerable and the room keeps warm the staff up to the owners themselves humored us and attended everything pleasantly and speedily the waiter was not to his great discredit but certainly not toward helping the rowdiness of the situation a bit of a chummy guy the food was so perfectly what it was advertised as and what it should have been being smack in the middle of the italian market that id like to call it the comfort food of gourmet i got muscles in white wine sauce over noodles i cant remember how to spell someone ordered a fish entree which looked great and two incrediblycheap lobsters were devoured by the others i cant promise they always have cheap lobster but they do seem like theyd probably always have a randomly seasonally cheap offering of some sort the wine was just fine but i was ordering on my girlfriends fathers credit card so i didnt try any of their nicer bottles dont come here for food tourism go get a cheesesteak or something come here in the day to get authentically good fish and in the evening to eat only if its an occasion it was as great as any people could have made it but it was still a little cold and fishy worth it if you only go out twice a month
v5M6gYtiaGG5zuvAVSxNTA,2.0,"Just strolling down State St. and smelled some pizza.  Why not make a quick stop for a snack?

The pizza looked good in the rotary oven so we asked for a pepperoni.  Problem was that the guy who pulled our pizza out let the tip rub on the bottom of the oven a little before he handed it to us.  Usually stuff like that doesn't bother me but I took a peek underneath and it was gross.

Fine.  We cut off the diseased tip of the pizza and ate anyway.  Decent texture and taste.  Too expensive for the tiny slice.",just strolling down state st and smelled some pizza why not make a quick stop for a snack the pizza looked good in the rotary oven so we asked for a pepperoni problem was that the guy who pulled our pizza out let the tip rub on the bottom of the oven a little before he handed it to us usually stuff like that doesnt bother me but i took a peek underneath and it was gross fine we cut off the diseased tip of the pizza and ate anyway decent texture and taste too expensive for the tiny slice
1dAOjmIN0qp0OHgA9gLX_Q,5.0,"This service was amazing. I got the green tea pedicure. The service was amazing. My pedicure was simply amazing. She filed, cut, shaped, plucked everything that needed it. The hot stone massage to finish it was amazing. The foot massage that came with the pedicure amazing. As I was waiting for my feet to dry they gave me a massage. I highly recommend this nail salon.",this service was amazing i got the green tea pedicure the service was amazing my pedicure was simply amazing she filed cut shaped plucked everything that needed it the hot stone massage to finish it was amazing the foot massage that came with the pedicure amazing as i was waiting for my feet to dry they gave me a massage i highly recommend this nail salon
JATnHDL8fLenqqhjJ5NTsA,4.0,"Milk house is a great farm stand. Wide selection of in season produce, flowers and herbs. The farm has free range chickens who supply their eggs. Fresh chickens are available twice a year. Milk house runs on an honor system but also has ability to take credit. Great find.",milk house is a great farm stand wide selection of in season produce flowers and herbs the farm has free range chickens who supply their eggs fresh chickens are available twice a year milk house runs on an honor system but also has ability to take credit great find
qsAZNQ-6P4I9r7onkBZJ_g,3.0,"Went with two other friends so we were able to get a well rounded taste (what else are friends for!) 
Nice liquor menu,  service and atmosphere was good and for those I'd give it 4 stars.  We even got 3 different kinds of bbq sauce and that's always a mouthwatering treat!  
2 for the meat itself! 
I was disappointed with the taste, texture,  portion.  I expected more meat,  and brisket was overcooked.  (We requested medium rare).   The beans were good though a friend didn't like it.  Honestly,  I don't even remember what else I ate there cuz it wasn't too memorable ha!",went with two other friends so we were able to get a well rounded taste what else are friends for nice liquor menu service and atmosphere was good and for those id give it stars we even got different kinds of bbq sauce and thats always a mouthwatering treat for the meat itself i was disappointed with the taste texture portion i expected more meat and brisket was overcooked we requested medium rare the beans were good though a friend didnt like it honestly i dont even remember what else i ate there cuz it wasnt too memorable ha
fycH5S7TJL-urUcy6GgDGQ,1.0,"1.  The sink in the bathroom had something all in.

2. The TV does not have access to any visible channels just the black and white fuzzy screen.

3.  The air condition was not pushing enough air to cool that room at all. Room was hot!

4. The bathroom door does not shut without force.",the sink in the bathroom had something all in the tv does not have access to any visible channels just the black and white fuzzy screen the air condition was not pushing enough air to cool that room at all room was hot the bathroom door does not shut without force
1dRE3PDej7wUQ-MAl0DwTQ,4.0,Love this place!! Service has always been good even on the busy Trivia nights. Haven't had a bad experience! Would've given it t stars but the wings weren't crisp enough great flavor but kind of soggy.,love this place service has always been good even on the busy trivia nights havent had a bad experience wouldve given it t stars but the wings werent crisp enough great flavor but kind of soggy
sDi3UPW6imj4wGHUg7CgXg,5.0,Beer list...beer list...beer list. So what's the best thing about this place? I'm gonna have to say the beer list. Amazing selection. Oh yeah and the food is great too. Wait a minute? I've only been here once? Wait what? I'LL BE BACK,beer listbeer listbeer list so whats the best thing about this place im gonna have to say the beer list amazing selection oh yeah and the food is great too wait a minute ive only been here once wait what ill be back
B_nllxux4qLBMzVHG_pq9w,3.0,"Sorry folks but I didn't see what is great about this museum.  One of the exhibits talks about Jews following the gold rush west.  Didn't many people?? I liked some of the videos, especially the ones related to WWII and I did learn some new things, like about Jews coming from Brazil...but for the most part it was nothing I didn't already in some sense know.  Seeing what people wore back in the day isn't really Jew-specific.  At least a lot of the clothes on display didn't seem to be Jew specific.  There was an old Torah scroll which was cool but it was a stretch to have Levi jeans on display.  Oy.  I really liked the space and the layout of everything (except the 2nd floor where I got a bit lost in the maze) but that doesn't make the museum itself great.

I also thought it was so lame that they only take credit cards (and run them after sunset) on Saturdays.  I guess they didn't want to lose the revenue for the museum store being closed on Saturdays so they figured out a work around.  Having to buy tickets to the museum on Saturdays in the visitor center is lame and that policy should just be in line with the museum store policy.  I don't mind paying by credit card and having you run it that night.",sorry folks but i didnt see what is great about this museum one of the exhibits talks about jews following the gold rush west didnt many people i liked some of the videos especially the ones related to wwii and i did learn some new things like about jews coming from brazilbut for the most part it was nothing i didnt already in some sense know seeing what people wore back in the day isnt really jewspecific at least a lot of the clothes on display didnt seem to be jew specific there was an old torah scroll which was cool but it was a stretch to have levi jeans on display oy i really liked the space and the layout of everything except the nd floor where i got a bit lost in the maze but that doesnt make the museum itself great i also thought it was so lame that they only take credit cards and run them after sunset on saturdays i guess they didnt want to lose the revenue for the museum store being closed on saturdays so they figured out a work around having to buy tickets to the museum on saturdays in the visitor center is lame and that policy should just be in line with the museum store policy i dont mind paying by credit card and having you run it that night
6ON0g3g_ibEbzQNAZx1g-w,1.0,"This place is  Ridiculous, When dealing with the owner of the 1st time they messed up, They were very apologetic And everything worked out well, called the company once again To use their services We change the time one time, Then their customer service representative accused us of trying to get stuff for free and telling us that they'd never work with us again which is totally ridiculous, Win over and over again something goes wrong don't worry we won't ever be  Using you   Ever again, And the other lady on the phone needs to get a new job she's obviously not happy",this place is ridiculous when dealing with the owner of the st time they messed up they were very apologetic and everything worked out well called the company once again to use their services we change the time one time then their customer service representative accused us of trying to get stuff for free and telling us that theyd never work with us again which is totally ridiculous win over and over again something goes wrong dont worry we wont ever be using you ever again and the other lady on the phone needs to get a new job shes obviously not happy
1Bby_pb1ZBojRRcslDk1gA,5.0,"My favorite coffee shop.  I used to love super dark roast, bold coffee...(and still do!)...but Ox has opened my eyes to how delicious medium roasts can be.  Their coffee is great, people are even nicer.  Cute vibe inside too!",my favorite coffee shop i used to love super dark roast bold coffeeand still dobut ox has opened my eyes to how delicious medium roasts can be their coffee is great people are even nicer cute vibe inside too
ww3YJXu5c18aGZXWmm00qg,5.0,"My favorite creole restaurant in NOLA!

the ambience is very cute and inviting. There's outdoor seating or inside seating. While you wait for a table you can either also sit at the bar or outside in the garden with a fountain. 

I ordered:

Gumbo: 5/5 so much flavor and lots of shredded chicken and sausage chunks. 

Grits 5/5: my favorite. They pour the soup right over the grits in front of you. The shrimp had a nice crunch. 

Daily pasta: 5/5 it was a vegetable tomatoe pasta. SO GOOD. The sauce was def homemade or something because it couldn't get enough of it. 

Wild bore sausage: 4/5 had a nice bite when you chewed it. The flavor was good but the portion was very very small of it. 

It's located in the French quarter so don't be scared thinking it's a tourist trap! Some good food here.",my favorite creole restaurant in nola the ambience is very cute and inviting theres outdoor seating or inside seating while you wait for a table you can either also sit at the bar or outside in the garden with a fountain i ordered gumbo so much flavor and lots of shredded chicken and sausage chunks grits my favorite they pour the soup right over the grits in front of you the shrimp had a nice crunch daily pasta it was a vegetable tomatoe pasta so good the sauce was def homemade or something because it couldnt get enough of it wild bore sausage had a nice bite when you chewed it the flavor was good but the portion was very very small of it its located in the french quarter so dont be scared thinking its a tourist trap some good food here
j0QKTs6zKp5axfaaVW5evw,1.0,"This place is absolutely terrible. My nails looked so good but as soon as I went to wash them when they were done, the top clear coat started to come off. I had to go in two times to get my nails fixed to how they are supposed to look. I was treated poorly and got rushed. I would NOT recommend this place to anyone.",this place is absolutely terrible my nails looked so good but as soon as i went to wash them when they were done the top clear coat started to come off i had to go in two times to get my nails fixed to how they are supposed to look i was treated poorly and got rushed i would not recommend this place to anyone
Un5bYy2VjhL137p0qGGYRQ,3.0,"Not my favorite place to eat but sometimes you just want a cold beer and wings, when presto, Hooters was right in front of us. So in we went.

I've eaten at mant Hooters (hubby loves it!) and although this is not my fav (Mesa Arizona is) the girls were nice, service was quick, food so-so and beer was cold.

This is one of those ya know what your getting when you go there kinda places. Wings have gotten quite small I noticed...but otherwise..was what I was expecting!",not my favorite place to eat but sometimes you just want a cold beer and wings when presto hooters was right in front of us so in we went ive eaten at mant hooters hubby loves it and although this is not my fav mesa arizona is the girls were nice service was quick food soso and beer was cold this is one of those ya know what your getting when you go there kinda places wings have gotten quite small i noticedbut otherwisewas what i was expecting
Z_l5dmN5AvLDS0KtVEjZZA,5.0,"Pretty small shop but the donuts and biscuits are adorable and my dog actually loves them! They have great flavors and a good variety and even treats for animals with special needs like grain free. They have a treat bar for on the go bags, but my dog really likes the refrigerated treats. I can't wait to try their birthday cakes lol. Also the woman who works there is so nice and patient, my dog accidentally got away from me and ran behind the counter O_O I was so embarrassed but she treated him so kindly. We love our trips here!",pretty small shop but the donuts and biscuits are adorable and my dog actually loves them they have great flavors and a good variety and even treats for animals with special needs like grain free they have a treat bar for on the go bags but my dog really likes the refrigerated treats i cant wait to try their birthday cakes lol also the woman who works there is so nice and patient my dog accidentally got away from me and ran behind the counter oo i was so embarrassed but she treated him so kindly we love our trips here
_V3YkIkqAn4V6U-cAykVtw,2.0,"Food was okay, nothing to come back for honestly. The service wasn't great and is the main reason for the low rating. It was slow and not thorough at all. Between taking our order and bringing out our food, it took over half an hour before the first item was delivered to the table. The crab cakes were mostly batter, which was disappointing. Two of our orders were forgotten, and when we asked our server about it, they had no idea what happened to it and we ended up canceling one of them because it would have taken way too long to wait on that. Was super excited to try this place out based on reviews but ended up cutting our losses. :(",food was okay nothing to come back for honestly the service wasnt great and is the main reason for the low rating it was slow and not thorough at all between taking our order and bringing out our food it took over half an hour before the first item was delivered to the table the crab cakes were mostly batter which was disappointing two of our orders were forgotten and when we asked our server about it they had no idea what happened to it and we ended up canceling one of them because it would have taken way too long to wait on that was super excited to try this place out based on reviews but ended up cutting our losses
dUHXNRTE9rM7YlVor1OxZw,4.0,"The community staff are very friendly, always ready to help you with anything you need. Pet friendly and nice community all together. The maintenance staff do a great job keeping community clean. First apartment and very satisfied. The new upgrades are nice.",the community staff are very friendly always ready to help you with anything you need pet friendly and nice community all together the maintenance staff do a great job keeping community clean first apartment and very satisfied the new upgrades are nice
K0oRQuRcTkrS-sQlfH5JMA,3.0,"I was very happy to see a new restaurant open in this location - it had been a couple of bars in the recent past that didn't make it. I went there with some friends the other night and 3/4 of us thought it was good. Not great, just good. BUT...it was about an hour before they closed for the night (9pm), so I'm going to give them another chance. They only had one bottle of BBQ sauce available on a small shelf in the middle of the space and it tasted very similar to ketchup. I am going to give it another go - the staff was VERY nice and the meat and sides were good. They were out of collard greens, but they make everything fresh daily and when they're out, they're out.  I'll try it again in a few days! Maybe we can get more stars going for them!",i was very happy to see a new restaurant open in this location it had been a couple of bars in the recent past that didnt make it i went there with some friends the other night and of us thought it was good not great just good butit was about an hour before they closed for the night pm so im going to give them another chance they only had one bottle of bbq sauce available on a small shelf in the middle of the space and it tasted very similar to ketchup i am going to give it another go the staff was very nice and the meat and sides were good they were out of collard greens but they make everything fresh daily and when theyre out theyre out ill try it again in a few days maybe we can get more stars going for them
ZX_vkr2NmX2_VO8MSQapng,5.0,"I've been here many times to get my nails and feet done. It's been a while since I've been, but this place popped into my mind today.
 I was a repeat customer for some time, they would give me 2 glasses of wine. Well not really wine wine, but Arbor Mist. 
 The massage I got was great!. The room was nice and dim, smelled fresh, candles, and relaxing music. The decor was pretty. She did a really good deep tissue massage. I just got my upper body done for 30 minutes. 
 I only stopped going because I don't like acrylics anymore, plus I can give myself a regular manicure and pedicure at home.",ive been here many times to get my nails and feet done its been a while since ive been but this place popped into my mind today i was a repeat customer for some time they would give me glasses of wine well not really wine wine but arbor mist the massage i got was great the room was nice and dim smelled fresh candles and relaxing music the decor was pretty she did a really good deep tissue massage i just got my upper body done for minutes i only stopped going because i dont like acrylics anymore plus i can give myself a regular manicure and pedicure at home
ngU4740twiB222g4ti0_eQ,4.0,The food we got from here was absolutely delicious. I am so glad we found this place and I think we will be ordering from here again. The staff was curiously disinterested in me when I came to pick up my food and made a point to tell me that we should order through Facebook next time not through GrubHub.,the food we got from here was absolutely delicious i am so glad we found this place and i think we will be ordering from here again the staff was curiously disinterested in me when i came to pick up my food and made a point to tell me that we should order through facebook next time not through grubhub
f-7gzwLtoqis8StcrfzvPA,1.0,"Well, not so much luck here. Said our car would be ready at 1:00.  Tried to call at least six times to confirm it was ready for pickup. Never got to someone who could answer that simple question.  So we just went at 2 and, of course it was not ready.  My husband being the loud cranky sort in these situations did manage to get a loaner truck from them for the night. Our car won't even be ready until tomorrow. Bottom line - the lousy customer service in the phone translated to lost service in site as well.",well not so much luck here said our car would be ready at tried to call at least six times to confirm it was ready for pickup never got to someone who could answer that simple question so we just went at and of course it was not ready my husband being the loud cranky sort in these situations did manage to get a loaner truck from them for the night our car wont even be ready until tomorrow bottom line the lousy customer service in the phone translated to lost service in site as well
wKOD2ZWMpiJcdSswRXVuRA,2.0,"Very sub par, small plates & dare walk in to the bathrooms. Rice seemed like it was yesterdays.",very sub par small plates dare walk in to the bathrooms rice seemed like it was yesterdays
